hotel_names,prices,total_reviews,url,ratings
Soul Food Mont Morris,,639 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d660142-Reviews-The_Sutton_Residence-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Residence Inn New York Manhattan/Financial District,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1903743-Reviews-East_Village_Suites-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Harlem Cascades,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1219095-Reviews-Midtown_East_Residence_by_Globe_Quarters-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
TBA Times Square,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1478626-Reviews-Dupuy_s_Landing_Guest_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d649058-Reviews-Hotel_Alexander-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Harlem Pearl,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d4476259-Reviews-Big_Apple_Hostel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Harlem Lodge,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d121994-Reviews-HI_New_York_City_Hostel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
36th Street Midtown East Luxury Duplex Apartment,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7144541-Reviews-255West_Guesthouse-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Phillips Club,,109 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d504803-Reviews-The_Harlem_Flophouse-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Soho House New York,,289 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d5971904-Reviews-West_119th_B_B-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Larchmont Hotel,,504 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1930621-Reviews-Harlem_Grand-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Greenwich Hotel,,613 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d13131999-Reviews-Gramercy_Townhouse_by_Sudha-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Residences by Hilton Club,,168 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d14031408-Reviews-Collective_Governors_Island-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA Wall Street,,215 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121999-Reviews-AKA_Sutton_Place-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Best Western Premier Herald Square,,"2,666 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d609346-Reviews-Candy_Hill_Harlem-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA Tribeca,,636 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d8482500-Reviews-Jazz_on_Columbus_Circle-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA Times Square,,715 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d5960997-Reviews-Oakwood_at_The_Nash-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
West 57th Street by Hilton Club,,"1,778 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d11775683-Reviews-Beekman_Tower-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Sago Hotel,,169 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1179077-Reviews-The_International_Cozy_Inn-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA Central Park,,544 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d264986-Reviews-Chelsea_International_Hostel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Chelsea Pines Inn,,"2,319 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1197833-Reviews-The_Village_House_NY-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Blakely New York,,"1,701 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d293462-Reviews-102_Brownstone-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel 32 32,,837 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1237370-Reviews-Living_Manhattan-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Milburn Hotel,,"1,195 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d2160455-Reviews-Menno_House-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Richland New York,,706 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d259717-Reviews-Efuru_Guest_House-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Bentley Hotel,,"5,150 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1605446-Reviews-Apt_168-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Fifth Avenue,,733 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d266995-Reviews-International_Student_Center-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Assemblage John Street,,141 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1625940-Reviews-New_York_Hostel_99-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Waldorf Astoria New York,,"11,579 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1144054-Reviews-Chelsmore_Apartments-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Maxwell New York City,,"5,741 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d14450788-Reviews-The_Yale_Club-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel 17,,"1,355 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1092222-Reviews-Jumel_Terrace_Bed_and_Breakfast-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Comfort Inn Times Square West,,"1,142 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d582832-Reviews-Imperial_Court_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Club Wyndham Midtown 45,,"1,114 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d10149907-Reviews-Midtown_Lodging-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The GEM Hotel Chelsea,,"1,375 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1367373-Reviews-Trip_and_the_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Deauville,,667 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1947693-Reviews-W55NY-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Lafayette House,,48 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2109422-Reviews-Design_Dream-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Bristol Plaza,,16 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d9981282-Reviews-Chelsea_Pods-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Comfort Inn Sunset Park / Park Slope,,36 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1970381-Reviews-Saint_Marks_Place_Studio_Apartments-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Helmsley Windsor,,13 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1644524-Reviews-Liberty_Inn-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Springhills Suites by Marriott,,12 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1146086-Reviews-Oakwood_24_East_38th_Street-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Envoy Club Suites,,130 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d226805-Reviews-The_Harlem_YMCA-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Inter-Continental Central Park South New York,,5 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1119257-Reviews-Upper_Yorkville_Suites-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Courtyard,,6 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1034304-Reviews-Michael-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Loews Regency New York,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1546341-Reviews-Hotel_99-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Oakwood at the Blake,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2218992-Reviews-The_Bowery_House_by_OYO-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
U Hotel,,14 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1567653-Reviews-Harlem_Bed_and_Breakfast-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Econolodge,,5 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d668187-Reviews-1600_Broadway_on_the_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Oxbridge Midtown East Apartments,,11 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d122019-Reviews-Central_Park_Inn-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Downtown Athletic Center,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d8857286-Reviews-59th_Street_Bridge_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Sutton Court Hotel Residences,,79 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1738973-Reviews-Soldiers_Sailors_Marines_Club-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Hotel 91,,924 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10036825-Reviews-Interfaith_Retreats-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Seafarers & International House,,325 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1082216-Reviews-Harlem_144_Guest_House-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Hotel Stanford,,"1,961 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d11640620-Reviews-Hotel_Park_79-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Mave Hotel,,960 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1606543-Reviews-ComfortStayNYC-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Oakwood at 6th Avenue,,60 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d674463-Reviews-Times_Square_Dream_Hostel-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
The Inn at Irving Place,,103 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15607187-Reviews-Green_Holidays_Apartments-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Saint Nicholas Inn,,100 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d11737011-Reviews-Shepherd_Guest_House-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Blue Moon Hotel,,650 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d298606-Reviews-Chelsea_Center_Hostel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
St. Marks Hotel,,518 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1155336-Reviews-Time_Square_Apartments-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Mayfair Hotel,,"1,115 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1567886-Reviews-A_accomodation_B_B-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Franklin,,849 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1197102-Reviews-Short_term_stay_nyc-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Astor on the Park,,"1,584 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1207530-Reviews-Bed_and_Breakfast_NYC-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
138 Bowery,,18 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2689635-Reviews-Landmark_Guest_Rooms-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Oakwood at 777 6th Avenue,,4 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1719750-Reviews-Macy_s_Apartments-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Carter,,"4,303 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d15734445-Reviews-The_Gallery_House-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Third Ave House,,4 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17551923-Reviews-Manhattan_Guest_Suites-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Olcott,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g28953-d17706927-Reviews-Irving_Manor-New_York.html#REVIEWS,3 of 5 bubbles
Broadway Tower,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d15734630-Reviews-Global_Luxury_Suites_at_Symphony_House-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
YourStay MidTown Apartments,,52 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17711364-Reviews-180_Water-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
La Quinta Inn & Suites Manhattan,,4 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6482500-Reviews-Residences_at_51st_Street_and_7th_Avenue-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
National at Park Towers,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6922883-Reviews-Riverside_Terrace_New_York-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Beekman Apartments,,17 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1947235-Reviews-Furnished_Dwellings-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
The Melrose Hotel,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2410178-Reviews-East_River_by_Central_Park_Suites-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
East Bridge,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d2290038-Reviews-New_York_Apartments_Hotel_Extended_Stay-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
"A Hospitality Company, Inc.",,5 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1427297-Reviews-House_of_the_Redeemer-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
Oakwood Cosmopolitan,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d17018172-Reviews-116_John_Street_Apartments-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Oxbridge Apts Gramecy Park,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d1811422-Reviews-Lincoln_Road_Bed_Breakfast-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Beacon Light Motel,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d11724858-Reviews-La_Maison_d_Art-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Grant Hotel,,42 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1161773-Reviews-Worldwide_Plaza-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Fairfield Inn & Suites,,5 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1819972-Reviews-Little_Apple_Manhattan_Inn-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Signature Properties,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d5483188-Reviews-The_Rivieria_New_York-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
The Dorset,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6610496-Reviews-WaterView_Apartment_New_York-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Wall Street District Hotel,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d9809501-Reviews-My_City_House-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
The Soho Loft,,26 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2084239-Reviews-Midtown_Deluxe_Apartments-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
Elk Hotel,,4 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1783732-Reviews-Orchard_Guesthouse-New_York_City_New_York.html#REVIEWS,1 of 5 bubbles
Chelsea Inn - 11th Avenue,,18 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3241819-Reviews-Royal_Suites_Manhattan-New_York_City_New_York.html#REVIEWS,1.5 of 5 bubbles
Mount Royal Hotel & Hostel,,65 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d235230-Reviews-Bridgestreet_85_John_Street-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Flushing Motel,,7 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15637691-Reviews-The_Modern_Rockefeller-New_York_City_New_York.html#REVIEWS,1.5 of 5 bubbles
Oakwood at Longacre House,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d5958296-Reviews-Mulberry_Suites_NYC-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Amsterdam Inn,,111 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d16831265-Reviews-Macy_Empire_Apartments-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Court - A St Giles Hotel,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1237944-Reviews-I_Love_Dormitory-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Park West Hotel,,91 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6728350-Reviews-Times_Square_Towers-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Hotel Cliff,,10 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1202526-Reviews-Times_Square_West_Hostel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Riff Chelsea,,276 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d613705-Reviews-A_Town_House_Stay-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hyatt Centric 39th & 5th New York,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d99758-Reviews-Oxbridge_Apartments_Carnegie_Hill-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
La Semana Hotel,,32 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1165409-Reviews-Trump_Park_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Riverside Studios,,295 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1907624-Reviews-Village_Guest_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Senton Hotel,,25 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6591552-Reviews-322_East_39_Street_Apartments-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Fairfield Inn New York Long Island City/Manhattan View,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d646432-Reviews-Signature_Suites_455_Inn-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Apollo Inn,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1544194-Reviews-Kore_31-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
"The Draper, Ascend Hotel Collection",,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1547467-Reviews-Times_Square_World-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Oakwood Bridge Tower Place,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2555634-Reviews-Alma_Mathews_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Signature Suites The Sullivan Suites,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1149479-Reviews-Museum_Bed_and_Breakfast-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Oakwood Sonoma,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1488820-Reviews-Kore_Properties_94-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Oakwood Ocean At 1 West Street,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d586466-Reviews-Abode_Bed_and_Breakfast-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Lafayette International Guesthouse,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3721780-Reviews-Residences_in_the_Financial_District-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Aloft New York Midtown,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1203357-Reviews-Chelsea_Center_East-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Oakwood at West 53rd,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d658359-Reviews-Churchill_at_15_Park_Row-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
National at the Metropolis,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3618762-Reviews-Hotel_Five44-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
John Street Suites By Aba,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d8785615-Reviews-RIFF_Downtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Easyliving-harlem,,296 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1207039-Reviews-Elegant_Retreats-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
710 Guest Suites,,221 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1150357-Reviews-Highbridge_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Chez Michelle,,192 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1510040-Reviews-Kore_Properties_92-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
A Garden In Chelsea,,152 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15582668-Reviews-Times_Square_West_Midtown_Apartment-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Heart of Harlem,,193 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1542383-Reviews-AAE_New_York_Hostel_Inn_Queen-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
New York Presbyterian Guest Facility,,876 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1880282-Reviews-Thomas_Family_B_B-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The West Townhouse,,106 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1947936-Reviews-Soho_Bed_and_Breakfast-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
DoubleTree Suites by Hilton Hotel New York City - Times Square,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d650532-Reviews-Jazz_on_the_City_Hostel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Safehouse Suites,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1544848-Reviews-On_the_Hudson_House-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
5th & 55th Residence Club,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d645836-Reviews-Times_Square_Beds-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Inn at 60 Pine,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1479898-Reviews-Avenue_Suites-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
East Village Apartments by Sudha,,393 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6541449-Reviews-Javind_Suites-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Townhouse Inn of Chelsea,,443 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1913539-Reviews-West_57_Apt_Corporation-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Sanctuary NYC Retreats,,259 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d653810-Reviews-Eden_House_Apartment-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA United Nations,,67 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1488823-Reviews-Kore_Properties_73-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Greenwich Village Habitue,,198 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1723387-Reviews-Midtown_Stay-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Bubba and Bean (BB) Lodges,,263 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1497821-Reviews-NY_Oyado-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Chic&Budget New York,,208 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1776438-Reviews-Pied_A_Terre_on_Washington_Heights-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
La Sienna,,173 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d589506-Reviews-Bridgestreet_The_Sheffield-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Metro Apartments,,380 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1699664-Reviews-Sakuratei-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Jones Street Guesthouse,,80 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2194552-Reviews-Village_Apartments-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Margot Guest House,,73 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15307647-Reviews-Splendid_Apartment_by_Times_SQ-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Prive,,46 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2421798-Reviews-Wall_Street_Residences_by_East_Coast-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Sacred Heart Residence,,59 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d4150806-Reviews-The_G_Suites-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Stay the Night Bed & Breakfast,,189 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1870778-Reviews-Westside_Pearl-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Sutton Residence,,86 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1201800-Reviews-NYC_Guesthouse-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
East Village Suites,,146 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15517438-Reviews-Manhattan_Studio_Apartments-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Midtown East Residence by Globe Quarters,,48 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d612259-Reviews-Hotel_309-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Dupuy's Landing Guest House,,48 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17695081-Reviews-Loft_109_NY-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Alexander,,356 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7906966-Reviews-The_Melva_Inn-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Big Apple Hostel,,62 reviews,https://www.tripadvisor.com//Hotel_Review-g28953-d15692324-Reviews-Jenny_s_Apartments_Upper_East_Side-New_York.html#REVIEWS,3 of 5 bubbles
HI New York City Hostel,,"2,025 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6420206-Reviews-Residence_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
255West Guesthouse,,84 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6581329-Reviews-Serene_Homes_E25-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Harlem Flophouse,,205 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d307945-Reviews-Woogo_Central_Park-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
